document,id
"Juan Durán maestro herrador.. en favor de FRANCISCO ÁLVAREZ oficial de pintor [casamiento conj Francesca María Durán su hija .. [dote de] 18,920 reales .. 21 abril 1677.",4643
"JUAN VAN MOL, maestro pintor, Santa María la mayor, otorgo y conozco en favor de PEDRO ÁLVAREZ, oficial de pintor, vecino desta dicha collación .. hijo legítimo de D. Miguel de Álvarez y de Da Juana de Cansos sus legítimos padres difuntos vecinos que fueron desta dicha ciudad de donde el susodicho es natural.. [casamiento] con Paula María doncella hija de la iglesia vecina desta dicha ciudad que esta en mi casa y servicio y porque el dicho casamiento se hace de mi voluntad y concertamiento doy y entrego por bienes y dote 2,538 reales en dinero y dote incluyendo 2 cuadros de vara y tercia nuevos en 50 reales y 550 reales de Fray Juan Bautista Pluyns orden de predicadores .. 3,300 reales de moneda de vellón la décima parte de sus bienes, 28 abril 1679.",4644
"PEDRO ÁLVAREZ, pintor de imaginería, collación de Omnium Sanctórum, como marido y conjunto persona que soy de Paula María, otorgo y conozco que he recibido de D. Jospeh Ruiz Calzado vecino desta dicha ciudad de Sevilla como mayordomo que es de la mesa de los señores Deán y Cabildo de la Santa Iglesia desta dicha ciudad de 50 ducados de moneda de vellón que son por una de las dotes de la dotación del capitán D. Gonzalo Núñez de Sepulveda, 14 junio 1679.",4645
"PEDRO ÁLVAREZ, oficial de pintor de imaginería, collación de Santa María, como marido y conjunto persona que soy de de Paula María, otorgo y conozco que he recibido del muy reverendo padre maestro fray Juan Bautista Pluyns religio de la orden de predicadores y catedrático del dicho colegio y administrador del hospital y capilla y obras pías del nación flamenco .. 50 ducados de moneda de vellón .. que son por unas de las dotes del dicho patronato, 12 octubre 1679.",4646
"Juan Bartolomé de Vega, maestro guantero, arrendamiento, PEDRO ÁLVAREZ, maestro pintor, plaza de San Francisco, su fiador, 9 marzo 1688.",4647
"Luis de Ambar, platero de oro, Santa María, como padre legítimo de DIEGO DE AMBAR mi hijo .. 15 años .. le pongo aprender el arte de pintor de imaginería el oleo con JUAN VAN MOL maestro del dicho arte .. 6 años .. 20 julio 1670.",4648
"Isabel de Mesa, viuda de Alonso de Fuentes, arriendo a FRANCISCO ANTONIO ANTOLÍNEZ, vecino desta ciudad, San Vicente, una casa en la misma collación, calle de los Aranjuelos, 2 años, 4 ducados, 6 mayo 1673.",4649
"Fray Sebastián de Villanueva, profeso y arquero mayor del Convento de San Jerónimo de Buenavista extramuros desta ciudad, otorgo que arriendo a D. FRANCISCO ANTONIO ANTOLÍNEZ, maestro pintor, unas casas, San Vicente en las calle del Garzo, 9 meses, 5 ducados, 25 septiembre 1673.",4650
"Fray Sebastián de Villanueva, profeso y arquero mayor del Convento de San Jerónimo de Buenavista extramuros, arriendo a D. FRANCISCO ANTOLÍNEZ, una casa, calle de la Palma, un año y medio, 6 ducados y medio, JULIÁN JIMÉNEZ, maestro ensamblador, su fiador, 28 diciembre 1674.",4651
"Lucas de Montiel Quintero, arriendo a D. FRANCISCO ANTOLÍNEZ, una casa en el Pozo Santo, un año, 14 ducados el mes, 14 mayo 1677.",4652
"D. FRANCISCO ANTOLÍNEZ .. arriendo y traspaso a Juan de Legarbura una casa que esta en el Pozo Santo las misma que me arriendo Lucas de Montiel, un año, 1,716 reales de renta el año, 9 junio 1677.",4653
"Diego Ruiz, maestro carpintero, arriendo a Juan Pérez, maestro barbero, unas casas, D. FRANCISCO ANTOLÍNEZ, su fiador, 14 mayo 1679.",4654
"FRANCISCO ANTONIO de edad de 14 años hijo de Pedro Martín Risueño vecino de la ciudad de Sevilla, Santa María y yo D. Francisco de Mendoza .. como su fiador.. otorgamos y conocemos que yo el dicho FRANCISCO ANTONIO me obligo a servicio y aprendiz con D. SEBASTIÁN DE LLANOVALDÉS, maestro de la arte de la pintura de imaginería, por tiempo de 6 años, 3 noviembre 1670.",4655
"FRANCISCO ANTONIO, maestro pintor, collación de Santa María, calle de Harinas, testigo en asunto de arrendamiento, 1678.",4656
"San Martin, LUIS ANTONIO, pintor, de edad de 40 años, natural de Sevilla, con espada y daga",4657
"3 septiembre 1665, recibose por hermano LUIS ANTONIO, pintor, vecino de San Martín, de la Santa Congregación del Santísimo y Doctrina Cristina sita en la Casa Profesa de la Compañía de Jesús ",4658
"Francisco de Olivares .. otorgo y conozco que arriendo a JUAN DE ARAGÓN y JUAN JOSEPHE, doradores y estafadores, una casa que tengo en la Alameda, 12 meses en 51 reales cada mes, FRANCISCO FONSECA, maestro escultor, San Martín, fiador, 23 mayo 1667.",4659
"JOAN DE ARAGÓN ",4660
"JUAN DE ARAGÓN, 1 real ",4661
"Jerónimo de la Fuente de edad de 15 años, hijo de Juan Angel difunto y Da María de Herrera .. me pongo a de aprender el arte de dorar de imaginería con JUAN DE ARAGÓN .. 4 años .. 27 junio 1673.",4662
"FERNANDO DE CASTRO .. 15 años .. oficio y arte de dorador y colorido de talla con JUAN DE ARAGÓN .. 3 años .. 15 julio 1675.",4663
"MARTÍN RODRÍGUEZ, maestro ensamblador, calle Colcheros, Magdalena, como principal y JUAN DE ARAGÓN, maestro dorador, como principal pagador, San Vicente .. obligamos en favor de la Cofradía del Dulcísimo Nombre de Jesús sita en el compás del convento de San Pablo el Real orden de Predicadores .. a hacer a toda costa 2 pasos todo nuevo .. en que hay de ir un Niño Jesús y el otro para el paso que es la insignia de la dicha cofradía., según 2 dibujos yo el dicho MARTÍN RODRÍGUEZ hecho .. Domingo de Lázaro .. para el Jueves Santo de 1676 .. un paso .. 3 varas y media por 2 varas y tercia ...8,400 reales .. 11 agosto 1675 ",4664
"JUAN DE ARAGÓN, maestro dorador y estofador, y su mujer, importen una rental al Noviciado de la Merced.",4665
"Tomás de Aguilar, arriendo a FRANCISCO DE COBOS, maestro ensamblador, una casa, calle del Cabrahigos, un año, 5 ducados, JUAN DE ARAGÓN, maestro dorador, su fiador, 18 mayo 1676.",4666
"JUAN DE ARAGÓN, dorador y estofador, asunto de casas, propias de las monjas de San Clemente, en la plazuela de la Carnicerías, 1676.",4667
"FRANCISCO DE COBOS, maestro escultor, JUAN DE ARAGÓN, maestro dorador, D. Pedro Reymundo y Francisco Fernández, se obligan a administrar el patronato que fundo Juan de Cartagena en la iglesia colegial de San Salvador de Sevilla .. todos vecinos de la collación de San Vicente, 28 junio 1679.",4668
"JUAN JOSEPH DE SALINAS, maestro dorador y estofador, y Da Juana de Figueroa su legítima mujer, San Andrés, y JUAN DE ARAGÓN, maestro dorador y estofador, San Vicente y el capitán Esteban García Labrador, piloto de la carrera de la Indias, como fiadores .. de pagar a Da Thasa Padial.. 150 pesos en moneda de oro, 10 junio 1680.",4669
"JUAN DE ARAGÓN, maestro dorador y estofador, San Vicente, arriendo a Da Antonia de Loyola viuda de D. Jorge de Benaberte una casa San Vicente calle del Espejo, 2 años, 5 ducados, 25 junio 1680.",4670
"JUAN DE ARAGÓN traspaso de casas, San Vicente, renta de 440 reales, JUAN JOSEPH DE SALINAS, testigo, 6 julio 1680.",4671
"FRANCISCO PÉREZ DE PINEDA, maestro pintor, doy mi poder a JUAN DE ARAGÓN .. pueda administrar mis bienes, poder general, 22 abril 1682.",4672
"FRANCISCO ANTONIO DE COBOS, maestro ensamblador y entallador, San Vicente, como principal y nos JUAN DE ARAGÓN y D. Pedro -- como fiadores, otorgamos en favor de Andrés de Lazo Destrada el hacer de un retablo para la capilla donde esta sita la Cofradía del Santísimo Cristo del Mayor Dolor y Dulce Nombre de María, Santa María Magdalena, de madera de borne y cedro .. en 3,000 reales de vellón .. 18 abril 1687.",4673
"FRANCISCO DE COBOS, maestro ensamblador y entallador, San Vicente .. y JUAN DE ARAGÓN, fiador, concertado con la Cofradía de Cristo de la Columna sita en el Convento de Nuestra Señora de Congrela [?] y de Vicente López mayordomo de la dicha cofradía de hacer un retablo de Santo Cristo de la Columna y Azotes para la dicha hermandad de madera de pino de Flandes y juguetes de cedro .. 2 columnas salomónicas revistadas de rosas .. en 3,200 reales .. 1 julio 1689.",4674
"En 9 noviembre 1694 .. estando en la Cárcel de la Real Audiencia ante mi el escribano público pareció FELIPE MARTÍNEZ, maestro escultor, San Martín y digo que por cuanto el susodicho esta en la dicha prisión a pedimiento de JUAN DE ARAGÓN a cuyo cargo esta la cobranza de los previstas de un tributo que el otorgante y su hermano impusieron sobre unas casas que quedaron por fin y muerta de Da Andrea de la Santísima Trinidad, su madre, viuda de ALFONSO MARTÍNEZ que están .. y indivisas .. sobre la balanza de los reducto de dicha tributo y se trata decender las dichas casas para satisfacción del referido y destas tributas que sobre ellas están impuestas = y por parte de JOSEPH MARTÍNEZDIMAS [sic] hermano del otorgante se le ha pedido haga renunciar de la parte que tiene y le pertenece en las dichas casas de que el otorgante sea acusado y para que lo haga se le impide el salir de la dicha prisión y porque estando en el padecer muchas necesidades por ser muy pobre y con hijos y obligaciones y que no tiene con que parte ni citijios [?] fuera preciso para excusar dichas molestias el hacer la dicha renunciación aunque le sea como lo es de mucho perjuico y ante de hacer la valiéndose del remedio que le compesa = por la presente el dicho FELIPE MARTÍNEZ desde ahora para cuando haya hecho la dicha renunciación de la dicha parte que a las dichas casas tiene a cualquier consentimiento a institución .. no tiene caudal alguna ..",4675
"ALONSO DE ARUAS, 7 1/2 reales ",4676
"ALONSO DE ARAUS, pintor, natural de Salamanca de 40 años de edad y casado, calle de la Hondiga, Santa Catalina, no tiene armas ",4677
"En la ciudad de Sevilla en 31 enero 1661 .. pareció PEDRO JOSEPHE DE ARCE de edad de 15 años natural desta ciudad hijo de Francisco de Arce difunto y de Da Magdalena de Cárdenas y dijo que quiere aprender el oficio de pintor de imaginería con ALONSO PÉREZ, maestro del dicho arte, vecino desta ciudad .. por tiempo de 4 años.",4678
"Sépase como yo Francisco Olivares vecino desta ciudad de Sevilla otorgo y conozco que arriendo a PEDRO JOSEPHE DE ARCE pintor vecino desta ciudad unas casas de morada en la collación de San Martín de las Pasaderas, un año, 49 reales de vellón, JUAN DE ZAMORA, maestro pintor, vecino desta ciudad en la collación de San Martín fiador, 23 mayo 1665.",4679
"En el nombre de Dios, amen. Sepan cuantos esta carta vieren como yo PEDRO JOSEPHE DE ARCE, pintor de imaginería, vecino desta ciudad de Sevilla en la collación de Omnium Sanctórum, hijo legítimo de Francisco de Arce difunto y de Da Magdalena Ramírez de Cárdenas su mujer vecina desta ciudad de donde yo soy natural otorgo y conozco en favor de Da Juana de Alcosser doncella hija legítima de Diego Gutiérrez y Da Ana de Alcosser sus padres vecinos de la villa de los Palacios de donde la susodicha es natural.. me da y entrego por su dote y caudal conocidos 8,687 reales de vellón en los bienes de ajuar, ropa y preseas de casa, joyas y plata labrada .. cuyos aprecios por lo que a mi toca apruebo y ratifico en la forma y manera siguiente:
Primeramente una cama de nogal en 300 reales
ítem 2 colchones con lana en 164 reales
ítem 4 sillas de moscovia con clavazón dorada en 375 reales
ítem una caja grande de cedro en 143 reales
ítem otra caja de cedro de 110 reales
ítem un espejo grande con su moldura en 55 reales
ítem 6 almohades de estrado de bayeta bordada en 54 reales
ítem una colcha de borlón blanco en 76 reales
ítem 2 almohadas de rengue con sus fundas llenas de lana en 100 reales
ítem otras 2 almohadas de morlés con randas de pita llenas de lana en 66 reales
ítem 2 sabanas de brabante con puntas de brabante en 176 reales
ítem 2 almohadas de morlés llanas en 26 reales
ítem otras 2 almohadas de crea llanas en 22 reales
ítem sabana y media de lienzo vizcaíno con -- y puntas en 88 reales
ítem otras 2 sabanas de brabante usadas en 22 reales
ítem una tabla de manteles grande en 40 reales
ítem 6 servilletas vizcaínas ren 36 reales
ítem otras 6 servilletas alemaniscas en 24 reales
ítem 2 tablas pequeñas de manteles en 22 reales
ítem un bufete de cedro en 44 reales
ítem un tinaja nueva para agua de beber con su tapadera en 16 reales ítem un lebrillo de lavar y una tinaja en 15 reales
ítem una caldera grande -- y unas trébedes y un cubo y un carril de pozo y un -- en 45 reales
ítem un candelera de palo y un candil de garabato en 9 reales
ítem 2 toallas de lienzo vizcaíno en 26 reales
ítem otro toalla de lienzo vizcaíno fino en 24 reales
ítem otro toalla de morlés con puntas de pita en 60 reales
ítem una batea en 33 reales
ítem una fuente de latón en 33 reales
ítem 2 candeleras de azófar en 11 reales
ítem un chocolatero de cobre, 6 -- de chocolate y 6 platitos y 6 pocilios, todo en 33 reales
ítem un anafe de hierro en 20 reales
ítem una jicara grande guarnecida de plata en 88 reales
    ítem 5 cucharas y un tenedor de plata y otra cuchara de nácar con cabo de plata todo en 114 reales
ítem unos zarcillos de oro con 9 pendientes de perlas cada uno en 120 reales ítem una gargantilla de -- en 48 reales
    ítem una joya con su lazo de filigrana de plata sobredorada en 32 reales
    ítem un cintillo de filigrana de oro en 13 reales
    ítem unos zarcillos de oro de boquilla de sierpe en 32 reales
    ítem otros zarcillos de 3 pendientes en 12 reales
    ítem un alfiler de filigrana de plata en 10 reales
    ítem una imagen de Nuestra Señora de Copacabana en su caja de plata en 6 reales
    ítem un mondadientes de plata en 4 reales
    ítem 2 onzas de corales en 40 reales
    ítem un cepillo en 6 reales
    ítem una -- de cuchillos en 3 reales
    ítem una pileta de agua bendita en 4 reales
    ítem una estera y corredorcillo de junco en 106 reales
    ítem un vestido, basquina y jubón nuevo de ormesí en 500 reales
    ítem otro vestido, basquiña, jubón, y escapulario de cristal de lana en 100 reales
    ítem otro vestido, basquiña y jubón de holán de Holanda en 55 reales
    ítem un monillo de raso en 66 reales
    ítem un guardapiés de tafetán carmesí en 88 reales
    ítem otro guardapiés de sempiterna verde en 76 reales
    ítem un manto atafetanado nuevo con puntas en 198 reales
    ítem otro manto atafetanado en 100 reales
ítem una mantellina grande de bayeta blanca con broches de plata en 40 reales ítem un regalillo en 33 reales
ítem una camisa de mujer nueva guarnecida de pita en 132 reales ítem otra camisa de mujer en 54 reales ítem otras 2 camisas de mujer en 44 reales
    ítem unas enaguas blancas nuevas con baranas y puntas en 88 reales
    ítem otras enaguas blancas en 55 reales
    ítem otros 2 pares de enaguas blancas en 44 reales
    ítem 2 almillas blancas, la una labrada de seda y la ota llana en 50 reales
    ítem 2 corpiños blancos en 30 reales
    ítem un delantar de - con puntas y randas en 28 reales
    ítem 2 lenzuelos y un par de calcetas en 22 reales
    ítem 2 rosarios guarnecidos en 22 reales
    ítem un abanillo con varillas de marfil en 11 reales
    ítem un cajeta de carey y una cruz de cristal y una camandulita engarzada en plata todo en 22 reales
    ítem un perol de cobre en 33 reales
    ítem más 3,131 reales de moneda de vellón en un vale hecho por Pedro Alejandro Montero, maestro sastre, vecino desta ciudad en la collación de San Andrés, y por fray Esteban de la Purificación de la Orden Descalza de la Santa Trinidad por el cual están obligados a pagar la dicha cantidad de resto de 600 ducados que Josephe de Acosser y Da Antonia de Rivera, difuntos, vecinos que fueron de esta dicha ciudad ..así son cumplidos los dichos 8,687 reales de vellón en esta dote .. y mando y doy en arras .. 2,200 reales de vellón que declaro que caben en la décima parta de mis bienes, 16 junio 1665.",4680
"PEDRO JOSÉ DE ARCE, maestro pintor, San Martín, como marido de Da Juana de Alcosser, he recibido de Pedro Montero, maestro sastre, 600 ducados como albacea de Josephe de Alcosser y Da Antonia de Ribera su mujer difunto, 19 mayo 1666.",4681
"Francisco de Huses, maestro platero de oro, arriendo a PEDRO JOSPEH DE ARCE pintor, San Salvador, una casa en dicha collación junto a las de mi morada, 2 años, 4 ducados, ALONSO PÉREZ maestro pintor, San Martín, su fiador, 4 junio 1667.",4682
"Da Camila de León, viuda de Francisco de Hozes, arriendo a PEDRO JOSÉ DE ARCE oficial de pintor, San Salvador, una casa, 2 años, 4 ducados, ALONSO PÉREZ, fiador, 7 junio 1669.",4683
"PEDRO JOSÉ DE ARCE, maestro pintor, San Salvador, fianza, Pedro Schutt, maestro sastre, San Salvador, su fiador, 16 julio 1669.",4684
"PEDRO JOSÉ DE ARCE, San Gil, fiador aprendiz de un sastre, 14 marzo 1670.",4685
"Da Camila de León, viuda de Francisco de Hozes, arriendo a PEDRO JOSÉ DE ARCE, oficial de pintor, una casa, un año, 50 reales, Pedro de Sarte, maestro sastre, su fiador, 9 mayo 1672.",4686
"Da Camila de León, viuda de Francisco de Hozes, arriendo a PEDRO JOSÉ DE ARCE, unas casas, San Salvador, cerca del Peladero en que el susodicho al presente vive, 2 años, 50 reales, Pedro Escut, maestro sastre, su fiador, 21 mayo 1673.",4687
"Da Camila de León, viuda de Francisco de Hozes, arriendo a PEDRO JOSEPHE maestro pintor, San Salvador, una casa, un año, 5 ducados, ALONSO PÉREZ, fiador, 7 junio 1675 [firmado Pedro Josephe de Arce].",4688
"D. Tomás de León Maldonado arriendo a PEDRO JOSÉ DE ARCE, maestro pintor, San Salvador, una casa, San Lorenzo, un año, 35 reales, Pedro Montero, maestro sastre, fiador, 4 mayo 1676.",4689
"D. Tomás de León Maldonado y PEDRO JOSÉ DE ARCE, maestro pintor, San Salvador, otorgamos que distraíamos y cancelamos una escritura de arrendamiento de 4 mayo 1676,15 mayo 1676.",4690
"Da Juana del Vayas, viuda mujer que fue de Lorenzo Falcón, San Pedro, testamento, PEDRO JOSÉ DE ARCE y TOMÁS DE CONTRERAS y JUAN SIMÓN GUTIÉRREZ testigos, - julio 1679.",4691
"Da Francesca Juana Maldonado, viuda de Arnao Freyle, arriendo a PEDRO JOSEPHE DE ARCE, maestro pintor, unas casas, San Salvador, calle de El Peladero, un año, 4 ducados, ALONSO PÉREZ maestro pintor, San Martín, su fiador, 3 julio 1679.",4692
"PEDRO JOSÉ DE ARCE, maestro pintor, San Pedro, como padre de Francisco Antonio de Arce, mi hijo legítimo, de edad de 13 años .. aprendiz del oficio de barbero con el licenciado Miguel Lemena, maestro cirujano, por tiempo de 4 años, 13 junio 1681.",4693
"Poder de la Cofradía del Santísimo Sacramento, San Pedro, PEDRO JOSÉ DE ARCE, cofrade, 4 agosto 1682.",4694
"Testamento. Pedro de la Barrera, testigo PEDRO JOSÉ DE ARCE, 23 noviembre 1686.",4695
"San Pedro, calleja que va al Peladero, PEDRO JOSÉ DE ARZE, maestro pintor, natural de Sevilla, casado de 50 años.",4696
"TOMÁS DE CONTRERAS maestro de la pintura y alcalde examinador del dicho arte desta ciudad de Sevilla y su reinado y JUAN JOSÉ DE SALINÁS maestro dorador y alcalde examinador del dicho mi arte y LUCAS DE VALDÉS maestro del dicho arte de la pintura y MIGUEL DE PARRILLA maestro dorador, acompañados de los dichos artes IGNACIO FERNÁNDEZ, fiscal, y D. SALVADOR DE ROJASVELASCO, escribano y FRANCISCO MENESES OSORIO, JUAN FRANCISCO GARCIA, JUAN SALVADOR, FELIPE LÓPEZ, PABLO ADRIÁN, JOSÉ VÁZQUEZ, PEDRO JOSÉ DE ARCE, JUAN VERDUGO DE ÁVILA, JUAN ANTONIO FERNÁNDEZ, DIEGO DlAZ, JUAN FRANCISCO GARZÓN, y tales alcaldes y demás oficiales y artífices de los artes de la pintura, dorado y estofado damos nuestro poder a D. Florencio Guillén Burarán, vecino de Madrid, para que pueda parecer y parezca ante su majestad y los señores de su Real Consejo de hacienda.. Nombramos a FRANCISCO PÉREZ DE PINEDA, maestro pintor, nos representa en la Corte, el dicho FRANCISCO PÉREZ DE PINEDA ha de correr con la dependencia en los que toca a la provisión que se procura traer de dicha villa de Madrid, 21 enero 1692.",4697
"PEDRO JOSÉ DE ARCE, maestro pintor, fiador traspaso de casa, 10 marzo 1694.",4698
"Da María de Loro, testamento, PEDRO JOSÉ DE ARCE, testigo, 10 abril 1694.",4699
"PEDRO JOSÉ DE ARCE, maestro del arte de la pintura, San Pedro, tasación de la pintura de Doctor D. Juan de Vaillalta, 23 septiembre 1698.",4700
"JUAN DE ARENAS, 6 reales ",4701
"JUAN DE ARENAS ",4702
"JUAN DE ARENAS, 6 reales ",4703
"JUAN DE ARENAS, 6 reales, esta en la caja ",4704
"JOAN DE ARRENAS ",4705
"JUAN DE ARENAS, 8 reales ",4706
"JUAN DE ARENAS ",4707
"JUAN DE ARENAS ",4708
"JUAN DE ARENAS ",4709
"JUAN DE ARENAS, 9 reales Academia, 41",4710
"Mas de vuelta de un dobloncillo que dio JUAN DE ARENAS, 6 reales Academia, 30.",4711
"JUAN DE ARENAS de un mes que son 6 reales ",4712
"JUAN DE ARENAS, maestro pintor de imaginería, calle de Francos, Santa María, como conjunta persona que soy de Da María Micaela de Flores mi mujer otorgo y conozco que he recibido de Melchor de Campolargo, maestro tonelero, 1,740 reales de vellón .. por lo fin y muerte de Da Ana de Silva, abuela de la dicha mi mujer, 23 diciembre 1665.",4713
"JUAN DE ARENAS ",4714
"JUAN DE ARENAS, 24 reales ",4715
"JUAN DE ARENAS ",4716
"Francisco Sánchez, como padre de Juan Francisco, de edad de 12 años, otorgo que lo pongo que aprender el ejercicio y arte de pintor con JUAN DE ARENAS, maestro del dicho arte, calle de Colcheros, 6 años, 11 febrero 1675.",4717
"Francisco Rodríguez, maestro de platero de mazonería, arrendamiento, JUAN DE ARENAS, maestro pintor, calle de Colcheros, Magdalena, su fiador, 13 mayo 1675.",4718
"Francisco de León el menor en días, arriendo a JUAN DE ARENAS, maestro pintor, las casas en que al presente vive en la collación de Santa María Magdalena, un año, 6 ducados de 8 reales cada uno en vellón, Francisco Rodríguez, maestro platero de mazonería, su fiador, 13 mayo 1675.",4719
"Francisco de León el menor de días, escribano de Rey Nuestro señor y ciego de la vista corporal, arriendo a JUAN DE ARENAS, maestro pintor, las casas en que de presente vive en la calle de Colcheros, Magdalena, un año, 6 ducados, 23 mayo 1676.",4720
"Testamento. JUAN DE ARENAS, maestro pintor, Magdalena, calle de Colcheros .. estando enfermo .. hago mi testamento:
    Item declaro que estoy muy pobre por los accidentes de los tiempos por lo cual no mando decir misa ninguna ..
    Declaro que yo caso legitimante con Da María Michaela de Flores mi mujer.. recibí bienes dótales hasta 7,000 reales habrá 18 años .. 5,000 reales fueron de Da Ana de Ribera y todo se ha gastado por los accidentes de los tiempos y enfermedad.
    Declaro que yo fue heredero de Domingo Arenas y Dominga Llanes Blanco su mujer mis padres que murieron en el Reino de Galicia obispado de Mondoñedo en el puerto de Espasate [?] .. y trate de vender el dicho heredero a María que me acuerdo su apellido .. y me dio 1,500 reales por lo habrá 2 años
    Dejo por mi albacea la dicha Da María Michaela de Flores
    Dejo por mis herederos a María Bernarda de 9 años y a Jerónimo de 6 años y a Diego de 3 meses .. 14 julio 1678.",4721
"En sábado por tarde 16 julio 1678 se entierro en esta parroquia de Santa María Magdalena JUAN DE ARENAS, maestro de pintor, testó ante Joesph de Medina en 14 deste presente mes y año de 1678, dejo por albacea a Da María Michaela de Flores su mujer",4722
"Juan Antonio Ruiz, arriendo a ANTONIO DE ARIAS, maestro grabador, unas casas, un año, 50 reales, Julián Rodríguez Arias, fiador, 1 julio 1669.",4723
"D. Pedro de Espinosa de los Monteros como hermano que soy y tutor de FRANCISCO ANTONIO ARIAS de edad de 16 años .. le pongo a de aprender el arte de pintor con JUAN SIMÓN GUTIÉRREZ .. 5 años .. 30 diciembre 1675 [nota marginal- cancelado 3 julio 1676].",4724
"San Miguel, calleja que sale a la Campana, ALONSO DE ARTIAGA, pintor, natural de Vizcaya casado de 30 años, espada y daga.",4725
