,docid,string,label,start,end
161,4665,JUAN DE ARAGÓN,PER,0,3
162,4665,Noviciado de la Merced,ORG,17,21
163,4666,Tomás de Aguilar,PER,0,3
164,4666,FRANCISCO DE COBOS,PER,6,9
165,4666,calle del Cabrahigos,LOC,16,19
166,4666,5 ducados,MON,23,25
167,4666,JUAN DE ARAGÓN,PER,26,29
168,4666,18 mayo 1676,MON,36,39
169,4667,JUAN DE ARAGÓN,PER,0,3
170,4667,plazuela de la Carnicerías,LOC,22,26
171,4668,FRANCISCO DE COBOS,PER,0,3
172,4668,JUAN DE ARAGÓN,PER,7,10
173,4668,Pedro Reymundo,PER,15,17
174,4668,Francisco Fernández,PER,18,20
175,4668,Juan de Cartagena,PER,29,32
176,4668,iglesia colegial de San Salvador de Sevilla,ORG,34,41
177,4668,collación de San Vicente,ORG,46,50
178,4669,JUAN JOSEPH DE SALINAS,PER,0,4
179,4669,Juana de Figueroa,PER,12,15
180,4669,San Andrés,PER,19,21
181,4669,JUAN DE ARAGÓN,PER,23,26
182,4669,San Vicente,LOC,32,34
183,4669,Esteban García Labrador,PER,37,40
184,4669,Thasa Padial,PER,56,58
185,4669,10 junio 1680,MON,66,69
186,4670,JUAN DE ARAGÓN,PER,0,3
187,4670,San Vicente,LOC,9,11
188,4670,Antonia de Loyola,PER,15,18
189,4670,D. Jorge de Benaberte,PER,20,24
190,4670,2 años,MON,32,34
191,4670,"5 ducados, 25 junio 1680",MON,35,41
192,4671,JUAN DE ARAGÓN,PER,0,3
193,4671,San Vicente,LOC,7,9
194,4671,440 reales,MON,12,14
195,4671,JUAN JOSEPH DE SALINAS,PER,15,19
196,4671,6 julio 1680,MON,22,25
197,4672,FRANCISCO PÉREZ DE PINEDA,PER,0,4
198,4672,JUAN DE ARAGÓN,PER,12,15
199,4673,FRANCISCO ANTONIO DE COBOS,PER,0,4
200,4673,San Vicente,LOC,10,12
201,4673,JUAN DE ARAGÓN,PER,17,20
202,4673,Andrés de Lazo,PER,31,34
203,4673,un retablo,OBJ,38,40
204,4673,Cofradía del Santísimo Cristo del Mayor Dolor,LOC,47,54
205,4673,Dulce Nombre de María,PER,55,59
206,4673,Santa María Magdalena,PER,60,63
207,4674,FRANCISCO DE COBOS,PER,0,3
208,4674,San Vicente,PER,9,11
209,4674,JUAN DE ARAGÓN,PER,13,16
210,4674,Cofradía de Cristo de la Columna,ORG,22,28
211,4674,Convento de Nuestra Señora de Congrela,ORG,31,37
212,4674,Vicente López,PER,42,44
213,4674,un retablo,OBJ,51,53
214,4674,Flandes,LOC,70,71
215,4674,"3,200 reales",MON,84,86
216,4675,9 noviembre 1694,DATE,1,4
217,4675,Cárcel de la Real Audiencia,ORG,8,13
218,4675,FELIPE MARTÍNEZ,PER,19,21
219,4675,San Martín,PER,25,27
220,4675,JUAN DE ARAGÓN,PER,42,45
221,4675,Andrea de la Santísima Trinidad,PER,75,80
222,4675,ALFONSO MARTÍNEZ,PER,86,88
223,4675,JOSEPH MARTÍNEZDIMAS,PER,127,129
224,4675,FELIPE MARTÍNEZ,PER,239,241
225,4676,ALONSO DE ARUAS,PER,0,3
226,4676,7 1/2 reales,MON,4,7
227,4677,ALONSO DE ARAUS,PER,0,3
228,4677,Salamanca,LOC,8,9
229,4677,calle de la Hondiga,LOC,17,21
230,4678,Sevilla,LOC,4,5
231,4678,31 enero 1661,MON,6,9
232,4678,PEDRO JOSEPHE,PER,11,13
233,4678,Francisco de Arce,PER,25,28
234,4678,Magdalena de Cárdenas,PER,32,35
235,4678,ALONSO PÉREZ,PER,47,49
236,4679,Francisco Olivares,PER,3,5
237,4679,Sevilla,LOC,9,10
238,4679,PEDRO JOSEPHE,PER,16,18
239,4679,49 reales de vellón,MON,41,45
240,4679,JUAN DE ZAMORA,PER,46,49
241,4679,collación de San Martín,LOC,58,62
242,4680,PEDRO JOSEPHE DE ARCE,PER,15,19
243,4680,Sevilla,LOC,28,29
244,4680,collación de,LOC,31,33
245,4680,Francisco de Arce,PER,39,42
246,4680,Magdalena Ramírez de Cárdenas,PER,46,50
247,4680,Juana de Alcosser,PER,67,70
248,4680,Diego Gutiérrez,PER,74,76
249,4680,Ana de Alcosser,PER,78,81
250,4680,300 reales,MON,153,155
251,4680,164 reales,MON,162,164
252,4680,4 sillas de moscovia,MON,166,170
253,4680,375 reales,MON,174,176
254,4680,143 reales,MON,184,186
255,4680,110 reales,MON,193,195
256,4680,55 reales,MON,204,206
257,4680,54 reales,MON,216,218
258,4680,76 reales,MON,226,228
259,4680,2 almohadas de rengue,MON,230,234
260,4680,100 reales,MON,241,243
261,4680,2 almohadas de morlés,MON,246,250
262,4680,66 reales,MON,258,260
263,4680,176 reales,MON,271,273
264,4680,2 almohadas,MON,275,277
265,4680,26 reales,MON,281,283
266,4680,22 reales,MON,292,294
267,4680,88 reales,MON,307,309
268,4680,22 reales,MON,318,320
269,4680,40 reales,MON,328,330
270,4680,36 reales,MON,336,338
271,4680,24 reales,MON,345,347
272,4680,22 reales,MON,355,357
273,4680,44 reales,MON,364,366
274,4680,16 reales,MON,379,381
275,4680,15 reales,MON,390,392
276,4680,45 reales,MON,413,415
277,4680,9 reales,MON,427,429
278,4680,2 toallas de lienzo,MON,431,435
279,4680,26 reales,MON,437,439
280,4680,24 reales,MON,448,450
281,4680,60 reales,MON,461,463
282,4680,33 reales,MON,468,470
283,4680,33 reales,MON,477,479
284,4680,11 reales,MON,486,488
285,4680,33 reales,MON,508,510
286,4680,20 reales,MON,517,519
287,4680,88 reales,MON,528,530
288,4680,114 reales,MON,550,552
289,4680,120 reales,MON,566,568
290,4680,48 reales,MON,574,576
291,4680,32 reales,MON,589,591
292,4680,13 reales,MON,600,602
293,4680,32 reales,MON,613,615
294,4680,12 reales,MON,623,625
295,4680,10 reales,MON,634,636
296,4680,6 reales,MON,651,653
297,4680,4 reales,MON,660,662
298,4680,2 onzas de corales,MON,664,668
299,4680,40 reales,MON,669,671
300,4680,6 reales,MON,676,678
301,4680,3 reales,MON,685,687
302,4680,4 reales,MON,695,697
303,4680,106 reales,MON,706,708
304,4680,500 reales,MON,720,722
305,4680,100 reales,MON,738,740
306,4680,jubón de holán,PER,747,750
307,4680,Holanda,LOC,751,752
308,4680,55 reales,MON,753,755
309,4680,66 reales,MON,762,764
310,4680,88 reales,MON,772,774
311,4680,76 reales,MON,782,784
312,4680,198 reales,MON,793,795
313,4680,100 reales,MON,801,803
314,4680,40 reales,MON,816,818
315,4680,33 reales,MON,822,824
316,4680,132 reales,MON,835,837
317,4680,54 reales,MON,843,845
318,4680,44 reales,MON,852,854
319,4680,88 reales,MON,865,867
320,4680,55 reales,MON,873,875
321,4680,44 reales,MON,884,886
322,4680,50 reales,MON,902,904
323,4680,30 reales,MON,910,912
324,4680,28 reales,MON,923,925
325,4680,22 reales,MON,935,937
326,4680,22 reales,MON,943,945
327,4680,11 reales,MON,954,956
328,4680,22 reales,MON,975,977
329,4680,33 reales,MON,984,986
330,4680,"3,131 reales de moneda de vellón",MON,989,995
331,4680,Pedro Alejandro Montero,PER,1000,1003
332,4680,fray Esteban de la Purificación,PER,1019,1024
333,4680,Orden Descalza de la Santa Trinidad,ORG,1026,1032
334,4680,600 ducados,MON,1045,1047
335,4680,Josephe de Acosser,PER,1048,1051
336,4680,Antonia de Rivera,PER,1053,1056
337,4680,16 junio 1665,MON,1103,1106
338,4681,PEDRO JOSÉ DE ARCE,PER,0,4
339,4681,San Martín,PER,8,10
340,4681,Juana de Alcosser,PER,15,18
341,4681,Pedro Montero,PER,22,24
342,4681,600 ducados,MON,28,30
343,4681,Josephe de Alcosser,PER,33,36
344,4681,Antonia de Ribera,PER,38,41
345,4681,19 mayo 1666,MON,45,48
346,4682,Francisco de Huses,PER,0,3
347,4682,PEDRO JOSPEH DE ARCE,PER,11,15
348,4682,San Salvador,LOC,17,19
349,4682,"2 años, 4 ducados",MON,32,37
350,4682,ALONSO PÉREZ,PER,38,40
351,4682,San Martín,PER,43,45
352,4682,4 junio 1667,MON,49,52
353,4683,Francisco de Hozes,PER,7,10
354,4683,PEDRO JOSÉ DE,PER,13,16
355,4683,San Salvador,LOC,21,23
356,4683,4 ducados,MON,30,32
357,4683,ALONSO PÉREZ,PER,33,35
358,4683,7 junio 1669,MON,38,41
359,4684,PEDRO JOSÉ DE ARCE,PER,0,4
360,4684,San Salvador,LOC,8,10
361,4684,Pedro Schutt,PER,13,15
362,4684,San Salvador,LOC,19,21
363,4684,16 julio 1669,MON,25,28
364,4685,PEDRO JOSÉ DE ARCE,PER,0,4
365,4685,San Gil,PER,5,7
366,4686,Francisco de Hozes,PER,7,10
367,4686,PEDRO JOSÉ DE ARCE,PER,13,17
368,4686,50 reales,MON,28,30
369,4686,Pedro de Sarte,PER,31,34
370,4686,9 mayo 1672,MON,41,44
371,4687,Francisco de Hozes,PER,7,10
372,4687,PEDRO JOSÉ DE ARCE,PER,13,17
373,4687,San Salvador,LOC,21,23
374,4687,Peladero,LOC,26,27
375,4687,50 reales,MON,38,40
376,4687,Pedro Escut,PER,41,43
377,4688,Francisco de Hozes,PER,7,10
378,4688,PEDRO JOSEPHE,PER,13,15
379,4688,San Salvador,LOC,18,20
380,4688,5 ducados,MON,27,29
381,4688,ALONSO PÉREZ,PER,30,32
382,4688,7 junio 1675,MON,35,38
383,4688,Pedro Josephe de Arce,PER,40,44
384,4689,D. Tomás de León Maldonado,PER,0,5
385,4689,PEDRO JOSÉ DE ARCE,PER,7,11
386,4689,San Salvador,LOC,15,17
387,4689,San Lorenzo,LOC,21,23
388,4689,35 reales,MON,27,29
389,4689,Pedro Montero,PER,30,32
390,4689,4 mayo 1676,MON,38,41
391,4690,D. Tomás de León Maldonado,PER,0,5
392,4690,PEDRO JOSÉ DE ARCE,PER,6,10
393,4690,San Salvador,LOC,14,16
394,4690,"4 mayo 1676,15 mayo 1676",MON,27,32
395,4691,Juana del Vayas,PER,1,4
396,4691,Lorenzo Falcón,PER,10,12
397,4691,San Pedro,PER,13,15
398,4691,PEDRO JOSÉ DE ARCE,PER,18,22
399,4691,TOMÁS DE CONTRERAS,PER,23,26
400,4691,JUAN SIMÓN,PER,27,29
401,4692,Francesca Juana Maldonado,PER,1,4
402,4692,Arnao Freyle,PER,7,9
403,4692,PEDRO JOSEPHE DE ARCE,PER,12,16
404,4692,San Salvador,LOC,23,25
405,4692,calle de El Peladero,LOC,26,30
406,4692,4 ducados,MON,34,36
407,4692,ALONSO PÉREZ,PER,37,39
408,4692,San Martín,PER,42,44
409,4692,3 julio 1679,MON,48,51
410,4693,PEDRO JOSÉ DE ARCE,PER,0,4
411,4693,San Pedro,PER,8,10
412,4693,Francisco Antonio de Arce,PER,14,18
413,4693,Miguel Lemena,PER,37,39
414,4694,PEDRO JOSÉ DE ARCE,PER,11,15
415,4694,4 agosto 1682,MON,18,21
416,4695,Pedro de la Barrera,PER,2,6
417,4695,PEDRO JOSÉ DE ARCE,PER,8,12
418,4695,23 noviembre 1686,MON,13,16
419,4696,San Pedro,PER,0,2
420,4696,PEDRO JOSÉ DE ARZE,PER,9,13
421,4696,Sevilla,LOC,19,20
422,4697,TOMÁS DE CONTRERAS,PER,0,3
423,4697,Sevilla,LOC,16,17
424,4697,JUAN JOSÉ DE SALINÁS,PER,21,25
425,4697,LUCAS DE VALDÉS,PER,35,38
426,4697,MIGUEL DE PARRILLA,PER,46,49
427,4697,IGNACIO FERNÁNDEZ,PER,57,59
428,4697,SALVADOR DE ROJASVELASCO,PER,64,67
429,4697,FRANCISCO MENESES OSORIO,PER,70,73
430,4697,JUAN FRANCISCO GARCIA,PER,74,77
431,4697,JUAN SALVADOR,PER,78,80
432,4697,FELIPE LÓPEZ,PER,81,83
433,4697,PABLO ADRIÁN,PER,84,86
434,4697,JOSÉ VÁZQUEZ,PER,87,89
435,4697,PEDRO JOSÉ DE ARCE,PER,90,94
436,4697,JUAN VERDUGO DE ÁVILA,PER,95,99
437,4697,JUAN ANTONIO FERNÁNDEZ,PER,100,103
438,4697,DIEGO DlAZ,PER,104,106
439,4697,JUAN FRANCISCO GARZÓN,PER,107,110
440,4697,Florencio Guillén Burarán,PER,134,137
441,4697,Madrid,LOC,140,141
442,4697,Real Consejo de hacienda..,ORG,156,161
443,4697,FRANCISCO PÉREZ DE PINEDA,PER,163,167
444,4697,FRANCISCO PÉREZ DE PINEDA,PER,179,183
445,4697,Madrid,LOC,204,205
446,4698,PEDRO JOSÉ DE ARCE,PER,0,4
447,4699,María de Loro,PER,1,4
448,4699,PEDRO JOSÉ DE ARCE,PER,7,11
449,4700,PEDRO JOSÉ DE ARCE,PER,0,4
450,4700,San Pedro,PER,12,14
451,4700,Juan de Vaillalta,PER,22,25
452,4701,JUAN DE ARENAS,PER,0,3
453,4701,6 reales,MON,4,6
454,4702,JUAN DE ARENAS,PER,0,3
455,4703,JUAN DE ARENAS,PER,0,3
456,4703,6 reales,MON,4,6
457,4704,JUAN DE ARENAS,PER,0,3
458,4704,6 reales,MON,4,6
459,4705,JOAN DE ARRENAS,PER,0,3
460,4706,JUAN DE ARENAS,PER,0,3
461,4706,8 reales,MON,4,6
462,4707,JUAN DE ARENAS,PER,0,3
463,4708,JUAN DE ARENAS,PER,0,3
464,4709,JUAN DE ARENAS,PER,0,3
465,4710,JUAN DE ARENAS,PER,0,3
466,4710,9 reales Academia,MON,4,7
467,4711,JUAN DE ARENAS,PER,8,11
468,4711,6 reales Academia,MON,12,15
469,4712,JUAN DE ARENAS,PER,0,3
470,4712,6 reales,MON,8,10
471,4713,JUAN DE ARENAS,PER,0,3
472,4713,calle de Francos,LOC,9,12
473,4713,Santa María,LOC,13,15
474,4713,María Micaela de Flores,PER,23,27
475,4713,Melchor de Campolargo,PER,36,39
476,4713,"1,740 reales de vellón",MON,43,47
477,4713,Ana de Silva,PER,55,58
478,4714,JUAN DE ARENAS,PER,0,3
479,4715,JUAN DE ARENAS,PER,0,3
480,4715,24 reales,MON,4,6
481,4716,JUAN DE ARENAS,PER,0,3
482,4717,Francisco Sánchez,PER,0,2
483,4717,Juan Francisco,PER,6,8
484,4717,JUAN DE ARENAS,PER,28,31
485,4717,calle de Colcheros,LOC,37,40
486,4718,Francisco Rodríguez,PER,0,2
487,4718,JUAN DE ARENAS,PER,11,14
488,4718,calle de Colcheros,LOC,18,21
489,4718,13 mayo 1675,MON,27,30
490,4719,Francisco de León,PER,0,3
491,4719,JUAN DE ARENAS,PER,10,13
492,4719,collación de Santa María Magdalena,LOC,26,31
493,4719,6 ducados de 8 reales,MON,35,40
494,4719,Francisco Rodríguez,PER,45,47
495,4719,13 mayo 1675,MON,56,59
496,4720,Francisco de León,PER,0,3
497,4720,JUAN DE ARENAS,PER,22,25
498,4720,calle de Colcheros,LOC,38,41
499,4720,"6 ducados, 23 mayo 1676",MON,47,53
500,4721,JUAN DE ARENAS,PER,2,5
501,4721,Magdalena,LOC,9,10
502,4721,calle de Colcheros,LOC,11,14
503,4721,María Michaela de Flores,PER,52,56
504,4721,"7,000 reales habrá 18 años ..",MON,63,69
505,4721,Ana de Ribera,PER,74,77
506,4721,Domingo Arenas,PER,98,100
507,4721,Dominga Llanes Blanco,PER,101,104
508,4721,Reino de Galicia,LOC,112,115
509,4721,Mondoñedo,LOC,117,118
510,4721,puerto de,LOC,120,122
511,4721,Espasate,LOC,122,123
512,4721,María,PER,135,136
513,4721,María Michaela de Flores,PER,160,164
514,4721,María Bernarda,PER,170,172
515,4721,Jerónimo de 6,PER,177,180
516,4721,Diego de 3,PER,183,186
517,4721,14 julio 1678,MON,188,191
518,4722,16 julio 1678,MON,4,7
519,4722,parroquia de Santa María Magdalena,LOC,11,16
520,4722,Joesph de Medina,PER,26,29
521,4722,María Michaela de Flores,PER,44,48
522,4723,Juan Antonio Ruiz,PER,0,3
523,4723,ANTONIO DE ARIAS,PER,6,9
524,4723,50 reales,MON,19,21
525,4723,Julián Rodríguez Arias,PER,22,25
526,4723,1 julio 1669,MON,28,31
527,4724,Pedro de Espinosa de los Monteros,PER,1,7
528,4724,FRANCISCO ANTONIO ARIAS,PER,14,17
529,4724,JUAN SIMÓN GUTIÉRREZ,PER,33,36
530,4724,5 años .. 30 diciembre 1675,MON,37,43
531,4724,3 julio 1676,MON,47,50
532,4725,San Miguel,LOC,0,2
533,4725,ALONSO DE ARTIAGA,PER,10,13
534,4725,Vizcaya,LOC,18,19
535,4726,MATÍAS DE ARTEAGAALFARO,PER,14,17
536,4726,Sevilla,LOC,24,25
537,4726,collación de Santa María,LOC,27,31
538,4726,Matías de Arteaga,PER,36,39
539,4726,María de Alfaro,PER,41,44
540,4726,Villanueva de los Infantes,LOC,53,57
541,4726,Juana de Silva,PER,69,72
542,4726,Manuel de Silva,PER,79,82
543,4726,Antonia de Vegas,PER,84,87
544,4726,Francisco Caro,PER,102,104
545,4726,Antonio Cano,PER,106,108
546,4726,Juana de Silva,PER,128,131
547,4726,220 reales,MON,148,150
548,4726,66 reales,MON,157,159
549,4726,36 reales,MON,163,165
550,4726,4 sillas,MON,167,169
551,4726,220 reales,MON,174,176
552,4726,210 reales,MON,182,184
553,4726,6 sabanas de lienzo,MON,186,190
554,4726,206 reales,MON,191,193
555,4726,80 reales,MON,198,200
556,4726,36 reales,MON,205,207
557,4726,300 reales,MON,214,216
558,4726,48 reales,MON,223,225
559,4726,48 reales,MON,232,234
560,4726,76 reales,MON,243,245
561,4726,170 reales,MON,252,254
562,4726,holanda,LOC,261,262
563,4726,300 reales,MON,263,265
564,4726,200 reales,MON,274,276
565,4726,45 reales,MON,285,287
566,4726,130 reales,MON,296,298
567,4726,150 reales,MON,304,306
568,4726,100 reales,MON,312,314
569,4726,66 reales,MON,321,323
570,4726,24 reales,MON,330,332
571,4726,50 reales,MON,341,343
572,4726,Córdoba,LOC,352,353
573,4726,48 reales,MON,354,356
574,4726,Córdoba,LOC,363,364
575,4726,96 reales,MON,369,371
576,4726,50 reales,MON,380,382
577,4726,100 reales,MON,391,393
578,4726,24 reales,MON,399,401
579,4726,36 reales,MON,407,409
580,4726,26 reales,MON,419,421
581,4726,170 reales,MON,430,432
582,4726,110 reales,MON,439,441
583,4726,36 reales,MON,449,451
584,4726,50 reales,MON,459,461
585,4726,72 reales,MON,467,469
586,4726,30 reales,MON,475,477
587,4726,24 reales,MON,486,488
588,4726,24 reales,MON,495,497
589,4726,50 reales,MON,505,507
590,4726,12 reales,MON,513,515
591,4726,46 reales,MON,519,521
592,4726,24 reales,MON,528,530
593,4726,6 reales,MON,536,538
594,4726,4 reales,MON,542,544
595,4726,6 reales,MON,550,552
596,4726,24 reales,MON,559,561
597,4726,100 ducados,MON,562,564
598,4726,"1,100 reales",MON,569,571
599,4726,Sevilla,LOC,576,577
600,4726,20 noviembre 1655,MON,578,581
601,4727,21 noviembre 1655 yo el doctor,DATE,1,7
602,4727,Jacinto Mesia,PER,7,9
603,4727,Vargas Machucha,PER,10,12
604,4727,Santa Iglesia de Santa María,ORG,18,23
605,4727,Sevilla,LOC,29,30
606,4727,Villanueva de los Infantes,LOC,68,72
607,4727,Matías de Arteaga,PER,74,77
608,4727,María de Alfaro,PER,79,82
609,4727,Juana de Silva,PER,84,87
610,4727,Manuel de Silva,PER,92,95
611,4727,Catalina de Vega,PER,98,101
612,4727,Laureano de la Vega,PER,107,111
613,4727,Francisco Caro,PER,113,115
614,4727,Bartolomé Francisco,PER,116,118
615,4728,Ana de Aro,PER,8,11
616,4728,Sevilla,LOC,16,17
617,4728,MATÍAS DE ARTEAGA,PER,25,28
618,4728,calle de la Mar,LOC,45,49
619,4729,Benito Dinan,PER,7,9
620,4729,Sevilla,LOC,15,16
621,4729,calle de la Mar,LOC,18,22
622,4729,MATÍAS DE ARTEAGA,PER,28,31
623,4729,calle de la Mar,LOC,45,49
624,4729,Juan Díaz de La Zúñiga,PER,70,75
625,4729,9 junio 1656,MON,82,85
626,4730,Sevilla,LOC,24,25
627,4730,Orden y Caballería de Santiago,ORG,29,34
628,4730,Simón Sánchez,PER,42,44
629,4730,Juan García Aranda,PER,58,61
630,4731,Sevilla,LOC,24,25
631,4731,Orden y Caballería de Santiago,ORG,29,34
