,docid,string,label,start,end
51,10,Pedro de Espinosa,PER,15,18
52,10,Alonso de Espinosa,PER,20,23
53,10,95.962 maravedis,MON,25,27
54,11,Martin de Gainza,PER,0,3
55,11,Juanes de Veorostigui,PER,7,10
56,12,Martin de Gainza,PER,0,3
57,13,Martin de Gainza,PER,0,3
58,13,canteria de la Santa Iglesia de,ORG,8,14
59,13,Sevilla,LOC,14,15
60,13,Antonio de Isasi,PER,17,20
61,13,Alonso y,PER,32,34
62,13,Fernando Lopez de Calatayud,PER,35,39
63,13,Antonio de Libano,PER,41,44
64,13,Antonio Diaz,PER,46,48
65,13,150.000 maravedis,MON,49,51
66,13,Holanda,LOC,57,58
67,14,Martin de Gainza,PER,0,3
68,14,Miguel de Aramburo,PER,11,14
69,14,Hospital de los Caballeros,ORG,22,26
70,15,Pedro Montañes,PER,0,2
71,15,Martin de Gainza,PER,6,9
72,15,Catedral,LOC,16,17
73,15,Moron,LOC,26,27
74,16,Pedro Montañes,PER,0,2
75,16,Martin de Gainza,PER,6,9
76,16,Catedral,LOC,20,21
77,16,Moron,LOC,27,28
78,17,Martin de Gainza,PER,0,3
79,17,Juan de Ugarte,PER,11,14
80,17,Nueva España,LOC,19,21
81,18,Isabel Nuñez,PER,0,2
82,18,Martin de Gainza,PER,5,8
83,18,Marchena,LOC,20,21
84,18,F. de Soto,PER,30,33
85,18,Diego Arroyo,PER,36,38
86,18,Miguel de Gainza,PER,42,45
87,18,Martin de Gainza,PER,51,54
88,18,Leonor Rodriguez,PER,58,60
89,19,Miguel de Gainza,PER,0,3
90,19,Santa Iglesia de,ORG,12,15
91,19,Sevilla,LOC,15,16
92,19,Lorenzo del Bao,PER,18,21
93,19,Sevilla,LOC,26,27
94,19,collacion de Santa Maria,LOC,29,33
95,19,Juan Picardo,PER,37,39
96,19,Anton de Aguilera,PER,46,49
97,19,Capilla del Sagrario,ORG,53,56
98,19,Catedral de Sevilla,LOC,58,61
99,19,Cristobal Rodriguez,PER,66,68
100,19,Medina,LOC,73,74
101,19,seis ducados de oro,MON,77,81
102,19,Juan de Caloña,PER,84,87
103,19,Aracena,LOC,101,102
104,20,Julian Rodriguez,PER,0,2
105,20,Alonso Rodriguez,PER,3,5
106,20,Miguel de Gainza,PER,10,13
107,20,1.500 maravedis de tributo,MON,14,18
108,20,calle Santo Domingo,LOC,27,30
109,20,Triana,LOC,33,34
110,21,Julian Rodriguez,PER,0,2
111,21,Miguel de Gainza,PER,4,7
112,21,750 maravedis,MON,8,10
113,22,Pedro Montañes,PER,0,2
114,22,Sevilla,LOC,7,8
115,22,Diego de Arroyo,PER,14,17
116,22,7.480 maravedis,MON,18,20
117,22,Miguel de Gainza,PER,29,32
118,22,Diego de Arroyo,PER,36,39
119,22,Sancho de Minjares,PER,43,46
120,23,Miguel de Gainza,PER,0,3
121,23,Juan de Almao,PER,4,7
122,23,Hernando Salguero,PER,8,10
123,23,Diego Sanchez,PER,11,13
124,23,Bernardino Perez,PER,18,20
125,24,Miguel de Gainza,PER,0,3
126,24,Juan Cavello,PER,6,8
127,24,Bartolome Ruiz,PER,9,11
128,24,Juan de Figueroa,PER,12,15
129,24,Pedro de Campos,PER,16,19
130,24,Juan de Esquivel,PER,20,23
131,24,Juanes de Abaasquita,PER,24,27
132,24,Diego de Alcaraz,PER,28,31
133,24,Luis Tello,PER,32,34
134,24,Bartolome de Areguas,PER,35,38
135,24,Alonso Ximenez,PER,39,41
136,24,Diego de Palacios,PER,42,45
137,24,Francisco Hernandez,PER,46,48
138,24,Domingo Suarez,PER,49,51
139,24,Diego Martinez,PER,52,54
140,24,Miguel Perez,PER,55,57
141,24,Alonso Ruiz,PER,58,60
142,24,Santa Iglesia de,ORG,64,67
143,24,Sevilla,LOC,67,68
144,24,Pedro de Valdes,PER,73,76
145,24,Hernando de Molina,PER,83,86
146,24,Agustin de Palma,PER,88,91
147,24,Granada,LOC,94,95
148,24,Tristan de Calvete,PER,98,101
149,25,Juan de Gainza,PER,0,3
150,25,Miguel de Gainza,PER,6,9
151,25,Juana de Medina,PER,14,17
152,25,Sevilla,LOC,20,21
153,25,collacion de Santa Maria,LOC,23,27
154,25,Lorenzo del Bao,PER,30,33
155,26,diego de riaño,PER,1,4
156,26,santa yglesia de,ORG,11,14
157,26,Sevilla,LOC,14,15
158,26,juan de escalante,PER,31,34
159,26,fabrica de la santa yglesia de Sevilla...,ORG,60,68
160,26,doze mil maravedis,MON,68,71
161,26,santa yglesia,ORG,79,81
162,26,santa yglesia,ORG,122,124
163,26,xeres de la frontera,LOC,178,182
164,26,pedro de mayda,PER,248,251
165,26,doze mil maravedis,MON,254,257
166,27,D. de R.,PER,0,3
167,27,Sevilla,LOC,6,7
168,27,Rodrigo de Simancas,PER,11,14
169,27,Carmona,LOC,17,18
170,27,Portugal,LOC,39,40
171,28,Juan de Santander,PER,0,3
172,28,Juan de Matencio,PER,7,10
173,28,Diego de Riaño,PER,11,14
174,28,Sevilla,LOC,19,20
175,28,Juan de Escalante,PER,29,32
176,28,ocho mil maravedis,MON,33,36
177,29,D. de R.,PER,0,3
178,29,Sevilla,LOC,8,9
179,29,Juan de Escalante,PER,13,16
180,30,Sevilla,LOC,13,14
181,30,diez mil maravedis,MON,16,19
182,30,Jerez de la Frontera,LOC,30,34
183,30,plaça de sant francisco,LOC,59,63
184,31,Juan Lorenzo,PER,5,7
185,31,Diego de Riaño,PER,19,22
186,31,Santa Iglesia de,ORG,30,33
187,31,Sevilla,LOC,33,34
188,32,Juan Picardo,PER,3,5
189,32,Pedro Portugues,PER,12,14
190,32,cinco ducados de oro,MON,17,21
191,32,Juan de Murga,PER,23,26
192,32,siete ducados de oro,MON,29,33
193,32,Cristobal Gonzalez,PER,35,37
194,33,Juan de Escalante,PER,0,3
195,33,Diego de Riaño,PER,9,12
196,33,Juan Picardo,PER,19,21
197,33,Martin de Gainza,PER,23,26
198,34,Martin de Otamendi,PER,3,6
199,34,Sevilla,LOC,11,12
200,34,Alonso Perez,PER,17,19
201,34,Aracena,LOC,29,30
202,34,diez y ocho mil maravedis,MON,31,36
203,35,Pedro de Veranga Montañes,PER,8,12
204,35,Alonso Veranga,PER,15,17
205,35,Colindres,LOC,20,21
206,36,Garcia de Buelna,PER,9,12
207,36,Fernan Gonzalez de Sancho,PER,15,19
208,36,valle de Buelna,LOC,28,31
209,37,Juan de Vallejo,PER,9,12
210,37,valle de Toranzo,LOC,15,18
211,38,Fernan ?,PER,7,9
212,38,Simon de Vargas,PER,14,17
213,38,Toledo,LOC,20,21
214,39,Pedro del Lorrio,PER,7,10
215,39,Elorrio,LOC,16,17
216,39,Condado de Vizcaya,LOC,18,21
217,40,Martin de Oñate,PER,7,10
218,40,Martin de Osinaga,PER,13,16
219,40,Oñate,LOC,22,23
220,41,Fernando de la Tella,PER,7,11
221,41,Bejar del Castañal,LOC,17,20
222,42,Pedro de Riaño,PER,0,3
223,42,Riaño,LOC,10,11
224,42,merindad de,LOC,13,15
225,42,Trasmiera,LOC,15,16
226,42,Diego de Riaño,PER,22,25
227,43,Juan Picardo,PER,3,5
228,43,Martin de Gainza,PER,10,13
229,43,Sevilla,LOC,18,19
230,44,Martin de Gainza,PER,0,3
231,44,Catedral de Sevilla,ORG,12,15
232,44,Juan Picardo,PER,17,19
233,44,Diego de Riaño,PER,25,28
234,44,Blas Alonso,PER,38,40
235,45,Diego de Riaño,PER,5,8
236,45,Valladolid,LOC,11,12
237,45,"27 de noviembre, hecho en presencia",DATE,13,20
238,45,Martin de Gainza,PER,21,24
239,45,Juan Picardo,PER,29,31
240,45,Santa Iglesia de,ORG,42,45
241,45,Sevilla,LOC,45,46
242,45,monasterio de San Francisco,LOC,48,52
243,45,Carmona,LOC,58,59
244,45,Arcos,LOC,60,61
245,45,Aracena,LOC,62,63
246,45,Aznalcollar,LOC,66,67
247,46,Juan de Hornedo,PER,0,3
248,46,Riaño,LOC,6,7
249,46,Diego de Riaño,PER,14,17
250,46,Juan de Escalante,PER,20,23
251,46,36.750 maravedis,MON,24,26
252,47,Juan de Hornedo,PER,0,3
253,47,Riaño,LOC,6,7
254,47,Lucia Gonzalez,PER,11,13
255,47,Elvira Gonzalez,PER,15,17
256,47,Maria Fernandez,PER,19,21
257,47,Juan de Cabañuela,PER,23,26
258,47,Juana esposa de,PER,28,31
259,47,Pedro de Hornedo,PER,31,34
260,47,Maria Cabañuela,PER,37,39
261,47,Juan de Hornedo,PER,42,45
262,47,Diego de Riaño,PER,48,51
263,47,Martin de Gainza,PER,56,59
264,47,Catedral sevillana,ORG,69,71
265,47,Rodrigo del Canto,PER,73,76
266,47,Juan de Jerez,PER,78,81
267,48,Cristobal de barrasa,PER,1,4
268,48,bartolome de viscarra,PER,11,14
269,48,castillo de triana,LOC,16,19
270,48,leon,LOC,39,40
271,48,santa iglesia de,ORG,140,143
272,48,sevilla,LOC,143,144
273,49,sevilla,LOC,7,8
274,49,collacion de santa maria madalena,LOC,10,15
275,49,juan fernandes de castro,PER,21,25
276,49,collacion de san salvador,LOC,29,33
277,49,monesterio de san francisco,LOC,53,57
278,49,juan fernandes,PER,438,440
279,49,juan fernandes,PER,575,577
280,49,juan fernandes de castro,PER,622,626
281,49,juan fernandes de castro,PER,942,946
282,49,luis sanches,PER,969,971
283,49,juan de medina,PER,972,975
284,49,juan fernandes,PER,981,983
285,49,juan fernandes,PER,1003,1005
286,49,Cristobal treinta,PER,1007,1009
287,49,Sevilla,LOC,1035,1036
288,49,25 de mayo de 1528 = Firmas =,MON,1037,1045
289,49,Juan de Limpias,PER,1048,1051
290,50,Cristobal garcia,PER,1,3
291,50,Cristobal garcia,PER,6,8
292,50,gomez garcia clerigo,PER,22,25
293,51,20 de julio,DATE,1,4
294,51,3.000 maravedis,MON,14,16
295,52,Sebastian garcia,PER,1,3
296,52,juan de los reyes,PER,11,15
297,52,francisco de sandoval,PER,30,33
298,52,monesterio de san francisco,ORG,35,39
299,52,pedro de los angeles,PER,59,63
300,52,fray pedro de los angeles,PER,106,111
301,52,convento de san francisco de sevilla,ORG,115,121
302,52,Sebastian garcia,PER,1002,1004
303,52,pedro de los angeles,PER,1108,1112
304,52,Sebastian garcia,PER,1115,1117
305,52,Mateo de Vergara,PER,1125,1128
306,52,Juan de Ojeda,PER,1129,1132
307,52,Sevilla,LOC,1137,1138
308,53,juan marin,PER,1,3
309,53,Sevilla,LOC,6,7
310,53,collacion de san roman,LOC,9,13
311,53,baltasar del rio,PER,22,25
312,53,santa iglesia de,ORG,31,34
313,53,sevilla,LOC,34,35
314,53,santa iglesia de,ORG,60,63
315,53,sevilla,LOC,63,64
316,53,demasya yten,PER,272,274
317,53,juan marin,PER,382,384
318,53,Diego de Cabrera,PER,409,412
319,53,Alonso Lopez,PER,413,415
320,53,Sevilla,LOC,420,421
321,54,Cristobal de horosco,PER,1,4
322,54,pedro ximenes,PER,7,9
323,54,sanlucar,LOC,15,16
324,54,juan gonzalez,PER,20,22
325,54,asnalcaçar,LOC,28,29
326,54,asnalcaçar,LOC,51,52
327,54,calle real,LOC,457,459
328,55,alonso ortis,PER,1,3
329,55,seuilla,LOC,7,8
330,55,collacion de san alonso,LOC,10,14
331,55,frey geronimo de carriedo,PER,22,26
332,55,monesterio de san pablo,ORG,28,32
333,55,convento de sant pablo,LOC,73,77
334,55,Jhendo,PER,636,637
335,55,calle de el medio,LOC,2108,2112
336,55,Alonso Ortiz,PER,2978,2980
337,55,Diego Fernandez,PER,2981,2983
338,55,Pedro Pablo,PER,2984,2986
339,55,Alonso Fernandez Cano,PER,2987,2990
340,55,Lorenzo Fernandez,PER,2991,2993
341,55,90.000 maravedis,MON,2999,3001
342,56,Sebastian rodriguez,PER,1,3
343,56,seuilla,LOC,7,8
344,56,collacion de sant vicente,LOC,10,14
345,56,garcia fustanero,PER,23,25
346,56,seuilla,LOC,35,36
347,56,tocadura del anbor alto yten la moldura,LOC,571,578
348,56,Bartolome Lopez,PER,1100,1102
349,56,Juan Rodriguez,PER,1103,1105
350,56,Diego Hernandez,PER,1109,1111
351,57,10 de enero de 1519 otorgo carta de pago por valor de doce ducados de oro para en cuenta del valor total estipulado por esta obra,DATE,1,27
352,58,Alonso de Medina,PER,5,8
353,58,Sevilla,LOC,11,12
354,58,collacion de Santa Maria,LOC,14,18
355,58,Monasterio de San Francisco,LOC,25,29
356,59,diego sanches,PER,1,3
357,59,Sevilla,LOC,6,7
358,59,collacion de santa maria,LOC,9,13
359,59,pedro de castellanos escrivano,PER,84,88
360,59,sevilla,LOC,92,93
361,59,veinte e seis dias del mes de hebrero de mil e quinientos e cinquenta e seis años por,MON,94,112
362,59,anse de alsar,PER,334,337
363,59,redonda de la gordura,ORG,618,622
364,59,dos hiladas,OBJ,1119,1121
365,59,ligason,LOC,1182,1183
366,59,hiziere sacandolos,PER,1518,1520
367,59,sasonar la tierra,PER,1825,1828
368,59,manposteria suhan,PER,2275,2277
369,59,Juan Beltran,PER,2457,2459
370,59,Hernando Esteban,PER,2460,2462
371,59,Diego Beltran,PER,2463,2465
372,59,Pedro Hernandez,PER,2466,2468
373,59,Hernan Gomez,PER,2469,2471
374,59,Diego Sanchez,PER,2472,2474
375,59,Pedro Blascoen Sevilla,PER,2476,2479
376,59,diego sanchez,PER,2494,2496
377,60,5 de agosto de este año,DATE,1,7
378,60,300 ducados,MON,13,15
379,61,Toribio de Alcaraz,PER,0,3
380,61,Luis de Reolid,PER,9,12
381,61,Alcaraz,LOC,15,16
382,62,Juan Beltran,PER,0,2
383,62,iglesia de S. Salvador de Sevilla,ORG,15,21
384,63,Hernando Esteban,PER,0,2
385,63,Benito de Morales,PER,8,11
386,63,iglesia de S. Vicente de Sevilla,ORG,28,34
387,64,Alonso Gonzalez,PER,0,2
388,64,Juan Fernandez,PER,6,8
389,64,iglesia de La Campana,ORG,21,25
390,65,Alonso Gonzalez,PER,0,2
391,65,Pedro Blasco,PER,8,10
392,65,Alonso Gonzalez,PER,11,13
393,65,Gerena,LOC,32,33
394,66,Lorenzo Gonzalez,PER,0,2
395,66,iglesia de S. Pedro de Beas,ORG,15,21
396,67,Pedro Martin,PER,0,2
397,67,Martin Sanchez,PER,8,10
398,67,Juan Ruiz,PER,11,13
399,67,iglesia de Castilblanco,ORG,33,36
400,68,Cristobal de Morales,PER,0,3
401,68,Sanlucar la Mayor,LOC,8,11
402,68,Francisco Diaz,PER,17,19
403,68,Monasterio de la Concepcion,ORG,22,26
404,68,S. Juan de la Palma,PER,28,33
405,68,Sevilla,LOC,35,36
406,68,3650 maravedis,MON,40,42
407,68,Monasterio,LOC,64,65
408,69,Bartolome Moreno,PER,0,2
409,69,Diego Beltran,PER,8,10
410,69,iglesia de Castilleja del Campo,ORG,27,32
411,70,Anton Perez,PER,0,2
412,70,Arjonilla,LOC,7,8
413,70,Pedro Gonzalez de Ucles,PER,21,25
414,70,Bartolome Sanchez,PER,27,29
415,70,Iglesia de Sta,ORG,48,51
416,71,Juan Perez Caravallo,PER,0,3
417,71,Miguel Gomez,PER,6,8
418,71,Iglesia de Cantillana,ORG,30,33
419,72,Diego Rodriguez,PER,0,2
420,72,Alonso Hernandez,PER,8,10
421,72,Anton Rodriguez,PER,11,13
422,72,Hospital del Rey,LOC,30,33
423,72,Sevilla,LOC,35,36
424,73,Manuel Rodriguez,PER,0,2
425,73,Monasterio de la Concepcion,ORG,17,21
426,73,S. Juan de la Palma,PER,24,29
427,73,Sevilla,LOC,31,32
428,74,Pedro Rodriguez,PER,0,2
429,74,Juan Bernal,PER,8,10
430,74,Alonso Martinez,PER,11,13
431,74,Monasterio del Nombre de Jesus,ORG,30,35
432,74,collacion de S. Vicente,LOC,38,42
433,74,Sevilla,LOC,44,45
434,75,Bartolome Ruiz,PER,0,2
435,75,Alonso Ruiz,PER,5,7
436,75,Manzanilla,LOC,22,23
437,76,Bartolome Ruiz,PER,0,2
438,76,Alonso Ruiz,PER,5,7
439,76,iglesia de S. Lorenzo,ORG,23,27
440,76,Sevilla,LOC,29,30
441,77,Juan Sanchez,PER,0,2
442,77,Sevilla,LOC,11,12
443,77,Baltasar de Almansa,PER,18,21
444,77,280 ducados,MON,25,27
445,77,iglesia de S. Bartolome,ORG,38,42
446,77,Sevilla,LOC,44,45
447,78,Diego de la Torre,PER,0,4
448,78,Diego Beltran,PER,10,12
449,79,Diego de la Torre,PER,0,4
450,79,Lorenzo Hernandez,PER,10,12
451,79,Antonio de Rioja,PER,13,16
452,79,iglesia de Cala,ORG,33,36
453,80,gaspar del aguila,PER,0,3
454,80,sevilla,LOC,8,9
455,80,collacion de san marcos,LOC,11,15
456,80,gil muñoz,PER,25,27
457,80,marchena,LOC,32,33
458,81,andres de angulo,PER,0,3
459,81,cinco mil e ochocientos e setenta e cinco maravedis,MON,19,28
460,82,roque de balduz,PER,0,3
461,82,seuilla,LOC,9,10
462,82,collacion de santa maria madalena,LOC,12,17
463,82,antonio de alfian,PER,19,22
464,82,collacion de san juan,LOC,29,33
465,82,alonso despinosa,PER,51,53
466,82,collacion de santa maria,LOC,59,63
467,82,iglesia de santa maria madalena,ORG,98,103
468,82,seuilla,LOC,107,108
469,82,alonso despinosa,PER,224,226
470,82,treinta mil maravedis,MON,333,336
471,82,Juan Ramirez,PER,345,347
472,82,Anton Sanchez,PER,348,350
473,82,Roc de Baldoc,PER,355,358
474,83,andres ramires,PER,0,2
475,83,Sevilla,LOC,5,6
476,83,san miguel,LOC,7,9
477,83,roque de balduque,PER,22,25
478,83,onivn santorun,PER,40,42
479,83,roque de balduque,PER,73,76
480,84,roque de balduque,PER,0,3
481,84,andres ramires,PER,10,12
482,84,iglesia de san lloreynte,ORG,30,34
483,84,seuilla,LOC,37,38
484,84,iglesia de onyvn santorum desta cibdad de,ORG,46,53
485,84,seuilla,LOC,53,54
486,84,cuatro ducados de oro,MON,74,78
487,84,Roque de Boldoque,PER,84,87
488,85,andres ramirez,PER,0,2
489,85,fabrica de señor san juan de la palma,ORG,9,17
490,85,roque de balduque,PER,31,34
491,85,iglesia de san lloreynte,ORG,65,69
492,85,cincuenta e siete ducados,MON,76,80
493,85,roque de balduque,PER,94,97
494,86,antonio de alfian,PER,0,3
495,86,fabrica de la iglesia de rota...,ORG,10,17
496,86,roque balduque,PER,26,28
497,86,iglesia de rota por precio de veinte e tres ducados e ciertas condiciones como se contiene en el encargo...,ORG,42,62
498,86,roque balduque,PER,69,71
499,87,andres ramirez,PER,0,2
500,87,fabrica de la iglesia de santa marina de esta cibdad de,ORG,9,20
501,87,seuilla,LOC,20,21
502,87,roque balduque,PER,30,32
503,87,collacion de la madalena,LOC,38,42
504,87,iglesia de la madalena,ORG,70,74
505,87,cincuenta e siete ducados,MON,97,101
506,88,andres ramires,PER,0,2
507,88,roque de balduque,PER,28,31
508,88,iglesia de san roman,ORG,41,45
509,88,iglesia de santa marina,ORG,55,59
510,88,roque de balduque,PER,106,109
511,88,roque de balduque,PER,166,169
512,89,andres ramires,PER,0,2
513,89,roque de balduque,PER,20,23
514,89,iglesia de san nicolas,ORG,36,40
515,89,seuilla,LOC,44,45
516,89,cincuenta e siete ducados,MON,48,52
517,89,roque de balduque,PER,70,73
518,90,andres ramires,PER,0,2
519,90,roque de balduque,PER,28,31
520,90,seuilla,LOC,33,34
521,90,iglesia de san gil,ORG,43,47
522,90,seuilla,LOC,52,53
523,90,ocho mil maravedis,MON,60,63
524,91,roque de balduque,PER,0,3
525,91,seuilla,LOC,9,10
526,91,collacion de santa maria madalena,LOC,12,17
527,91,santa iglesia de,ORG,30,33
528,91,seuilla,LOC,33,34
529,91,lazaro martines de coçar,PER,36,40
530,91,seuilla,LOC,49,50
531,91,iglesia del puerto de santa maria,ORG,79,85
532,91,lazaro martines,PER,118,120
533,91,Andres Ramirez,PER,169,171
534,91,Roque ?,PER,177,179
535,92,roque de balduque,PER,0,3
536,92,seuilla,LOC,9,10
537,92,collacion de san andres,LOC,12,16
538,92,santa iglesia,ORG,35,37
539,92,seuilla,LOC,41,42
540,92,lazaro martines de coçar,PER,45,49
541,92,seuilla,LOC,58,59
542,92,iglesia de san lloreynte,ORG,96,100
543,92,seuilla,LOC,104,105
544,92,quinientos ducados de oro,MON,172,176
545,92,Andres Ramirez,PER,182,184
546,92,Pedro de Villegas,PER,185,188
547,92,Sevilla,LOC,193,194
548,92,Roque de Bordoque,PER,206,209
549,93,pedro de bezerril,PER,0,3
550,93,ospital de señor san roque e san lucas,ORG,17,25
551,93,collacion de san lloreynte,LOC,27,31
552,93,juan diaz prieto,PER,39,42
553,93,tres ducados de oro,MON,106,110
554,93,Antonio Sanchez,PER,142,144
555,93,Salvador,LOC,151,152
556,94,pedro de bezerril,PER,0,3
557,94,fabrica de la iglesia de san bartolome,ORG,10,17
558,94,iglesia de san bartolome,ORG,44,48
559,94,Francisco Sanchez,PER,99,101
560,95,pedro de bezerril,PER,0,3
561,95,seuilla,LOC,9,10
562,95,collacion de la madalena,LOC,12,16
563,95,francisco sanches,PER,21,23
564,95,seuilla,LOC,29,30
565,95,collacion de santa maria,LOC,32,36
566,95,pedro de bezerril,PER,95,98
567,95,antonio del corro,PER,101,104
568,95,santa iglesia de,ORG,107,110
569,95,seuilla,LOC,110,111
570,95,santa iglesia,ORG,118,120
571,96,alonso de escalona,PER,0,3
572,96,seuilla,LOC,16,17
573,96,baltasar del rio,PER,32,35
574,96,seis ducados de oro,MON,136,140
575,96,Plasencia,LOC,153,154
576,97,pedro de heredia,PER,0,3
577,97,seuilla,LOC,9,10
578,97,collacion de santa maria magdalena,LOC,12,17
579,97,alonso fernandes batihoja,PER,27,30
580,97,seuilla,LOC,36,37
581,97,collacion de santa maria,LOC,39,43
582,97,rodrigo alvares,PER,83,85
583,97,doze mil maravedis,MON,160,163
584,97,alonso fernandes,PER,176,178
585,97,pedro de heredia,PER,181,184
586,97,alonso fernandes,PER,200,202
587,98,pedro de heredia,PER,0,3
588,98,seuilla,LOC,9,10
589,98,collacion de la magdalena,LOC,12,16
590,98,fabrica de santa luzia,ORG,21,25
591,98,seuilla,LOC,29,30
592,98,seuilla,LOC,52,53
593,98,iglesia de santa luzia,ORG,68,72
594,98,veinte ducados de oro,MON,99,103
595,98,Pedro de Villegas,PER,124,127
596,98,San Martin,LOC,132,134
597,99,Alonso Maldonado,PER,12,14
598,100,niculao jurate,PER,0,2
599,100,bartolome de ortega,PER,18,21
600,100,bartolome de ortega,PER,65,68
601,100,doze ducados de oro,MON,113,117
602,101,nicolas jurate,PER,0,2
603,101,seuilla,LOC,8,9
604,101,collacion de santa maria,LOC,11,15
605,101,nufio de ortega,PER,25,28
606,101,seuilla,LOC,35,36
607,101,collacion de santa maria,LOC,38,42
608,101,nufio de ortega,PER,87,90
609,101,nicolas jurate,PER,114,116
610,101,retablo del altar,LOC,123,126
611,101,santana de triana,PER,128,131
612,101,nufio de ortega,PER,132,135
613,101,nicolas jurate,PER,151,153
614,101,nicolas jurate,PER,163,165
615,101,nufio de ortega,PER,172,175
616,101,nicolas jurate,PER,411,413
617,101,4 ducados adelantados,MON,430,433
618,102,24 de julio de dicho año hay otro concierto entre los dichos,DATE,12,24
619,102,Nicolas Jurate,PER,24,26
620,102,Nufio de Ortega,PER,27,30
621,103,Pedro Sanchez,PER,2,4
622,104,Pedro Gallego,PER,5,7
623,104,1.257 maravedis,MON,11,13
624,105,nicolas de leon,PER,0,3
625,105,seuilla,LOC,9,10
626,105,collacion de san salvador,LOC,12,16
627,105,andres lopes,PER,21,23
628,105,iglesia maior,ORG,44,46
629,105,medina sydonia,LOC,50,52
630,105,gomes ximenes escrivano,PER,70,73
631,105,seuilla,LOC,75,76
632,105,andres lopes,PER,80,82
633,105,andres lopes,PER,139,141
634,106,niculao de leon,PER,0,3
635,106,seuilla,LOC,10,11
636,106,collacion de la madalena,LOC,13,17
637,106,seuilla,LOC,42,43
638,106,frey benito desquivel frayle,PER,46,50
639,106,Bartolome de Ortega,PER,170,173
640,106,nicolas de leno,PER,180,183
641,107,nicolas de leon,PER,0,3
642,107,seuilla,LOC,9,10
643,107,collacion de la madalena,LOC,12,16
644,107,seuilla,LOC,40,41
645,107,fray alberto de casaus,PER,46,50
646,107,raimundo de malpartida,PER,56,59
647,107,un retablo,OBJ,75,77
648,107,diez ducados yten,MON,331,334
649,107,henero yten,PER,429,431
650,107,nicolas de leon,PER,475,478
651,107,cuarenta mil maravedis,MON,573,576
652,107,Juan Ramirez,PER,585,587
653,107,Cristobal de Ojeda,PER,588,591
654,108,nicolas de leon,PER,0,3
655,108,seuilla,LOC,9,10
656,108,collacion de la madalena,LOC,12,16
657,108,pedro de espinosa,PER,26,29
658,108,veinte e cinco mil ciento e sesenta e siete maravedis,MON,30,40
659,108,pedro de espinosa,PER,58,61
660,108,pedro de espinosa,PER,78,81
661,108,monesterio de san pablo,ORG,84,88
662,108,cuarenta mil maravedis,MON,101,104
663,109,niculas de leon,PER,0,3
664,109,seuilla,LOC,6,7
665,109,collacion de san viceinte,LOC,9,13
666,109,calle de las armas,LOC,15,19
667,109,anton sanchez,PER,21,23
668,109,calle de la sierpe,LOC,31,35
669,109,fernando aleman,PER,49,51
670,109,iglesia de nuestra señora de la villa de almonte una imajen de bulto conforme a las condisiones de yuso contenidas e yo el dicho,ORG,65,89
671,109,anton sanches,PER,89,91
672,109,nicolas de leon,PER,130,133
673,109,anton sanches de guadalupe,PER,138,142
674,109,Sevilla,LOC,144,145
675,109,iglesia de almonte,ORG,151,154
676,109,leon,LOC,174,175
677,109,iglesia de mançanilla,ORG,178,181
678,109,san geronimo,LOC,191,193
679,109,mançanilla,LOC,338,339
680,109,mançanilla,LOC,437,438
681,109,hernando aleman,PER,441,443
682,109,nicolas de leon,PER,456,459
